year,make,model,cylinders,drivetrain,fuel_type,hwy_mpg,transmission,size_class,base_model
2023,Alfa Romeo,Giulia,6,Rear-Wheel Drive,Premium,25,Automatic 8-spd,Midsize Cars,Giulia
2022,Alfa Romeo,Giulia ,4,All-Wheel Drive,Premium,31,Automatic 8-spd,Midsize Cars,S5
2024,Alfa Romeo,Giulia ,4,All-Wheel Drive,Premium,31,Automatic 8-spd,Midsize Cars,Giulia
2023,Alfa Romeo,Giulia ,4,All-Wheel Drive,Premium,31,Automatic 8-spd,Midsize Cars,Giulia
2022,Alfa Romeo,Stelvio,4,Rear-Wheel Drive,Premium,29,Automatic 8-spd,Small SUV 2WD,CT4
2024,Alfa Romeo,Stelvio,4,Rear-Wheel Drive,Premium,29,Automatic 8-spd,Small SUV 2WD,Stelvio
2023,Alfa Romeo,Stelvio,4,Rear-Wheel Drive,Premium,29,Automatic 8-spd,Small SUV 2WD,Stelvio
2022,Alfa Romeo,Stelvio ,4,All-Wheel Drive,Premium,28,Automatic 8-spd,Small SUV 4WD,A4
2022,Alfa Romeo,Stelvio ,6,All-Wheel Drive,Premium,23,Automatic 8-spd,Small SUV 4WD,Q8
2024,Alfa Romeo,Stelvio ,6,All-Wheel Drive,Premium,23,Automatic 8-spd,Small SUV 4WD,Stelvio
2024,Alfa Romeo,Stelvio ,4,All-Wheel Drive,Premium,28,Automatic 8-spd,Small SUV 4WD,Stelvio
2023,Alfa Romeo,Stelvio ,4,All-Wheel Drive,Premium,28,Automatic 8-spd,Small SUV 4WD,Stelvio
2023,Alfa Romeo,Stelvio ,6,All-Wheel Drive,Premium,23,Automatic 8-spd,Small SUV 4WD,Stelvio
2022,Aston Martin,DB11 V12,12,Rear-Wheel Drive,Premium,22,Automatic (S8),Minicompact Cars,Q5
2023,Aston Martin,DB11 V12,12,Rear-Wheel Drive,Premium,22,Automatic 8-spd,Minicompact Cars,DB11
2022,Aston Martin,DB11 V8,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Minicompact Cars,CT5
2023,Aston Martin,DB11 V8,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Minicompact Cars,DB11
2024,Aston Martin,DB12 V8,8,Rear-Wheel Drive,Premium,22,Automatic 8-spd,Minicompact Cars,DB12 V8
2022,Aston Martin,DBS,12,Rear-Wheel Drive,Premium,22,Automatic (S8),Minicompact Cars,Sorento
2023,Aston Martin,DBS,12,Rear-Wheel Drive,Premium,22,Automatic 8-spd,Minicompact Cars,DBS
2024,Aston Martin,DBX 707,8,4-Wheel Drive,Premium,20,Automatic 9-spd,Standard SUV 4WD,DBX 707
2023,Aston Martin,DBX 707,8,4-Wheel Drive,Premium,20,Automatic 9-spd,Standard SUV 4WD,DBX 707
2022,Aston Martin,DBX V8,8,4-Wheel Drive,Premium,20,Automatic 9-spd,Standard SUV 4WD,Quattroporte
2024,Aston Martin,DBX V8,8,4-Wheel Drive,Premium,20,Automatic 9-spd,Standard SUV 4WD,DBX V8
2023,Aston Martin,DBX V8,8,4-Wheel Drive,Premium,20,Automatic 9-spd,Standard SUV 4WD,DBX V8
2024,Aston Martin,Valour,12,Rear-Wheel Drive,Premium,18,Manual 6-spd,Two Seaters,Valour
2023,Aston Martin,Vantage V12,12,Rear-Wheel Drive,Premium,22,Automatic 8-spd,Two Seaters,Vantage
2022,Aston Martin,Vantage V8,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Two Seaters,Colorado
2023,Aston Martin,Vantage V8,8,Rear-Wheel Drive,Premium,24,Automatic 8-spd,Two Seaters,Vantage
2022,Audi,A3,4,Front-Wheel Drive,Regular,38,Automatic (AM-S7),Subcompact Cars,Armada
2024,Audi,A3,4,Front-Wheel Drive,Regular,37,Automatic (AM-S7),Subcompact Cars,A3
2023,Audi,A3,4,Front-Wheel Drive,Regular,38,Automatic (AM-S7),Subcompact Cars,A3
2022,Audi,A3 quattro,4,All-Wheel Drive,Regular,36,Automatic (AM-S7),Subcompact Cars,Ridgeline
2024,Audi,A3 quattro,4,4-Wheel Drive,Regular,34,Automatic (AM-S7),Subcompact Cars,A3
2023,Audi,A3 quattro,4,All-Wheel Drive,Regular,35,Automatic (AM-S7),Subcompact Cars,A3
2022,Audi,A4 allroad quattro,4,All-Wheel Drive,Premium,30,Automatic (AM-S7),Small Station Wagons,F8 Tributo
2024,Audi,A4 allroad quattro,4,All-Wheel Drive,Premium,30,Automatic (AM-S7),Small Station Wagons,A4
2023,Audi,A4 allroad quattro,4,All-Wheel Drive,Premium,30,Automatic (AM-S7),Small Station Wagons,A4
2022,Audi,A4 quattro,4,All-Wheel Drive,Premium,34,Automatic (AM-S7),Compact Cars,Tacoma
2024,Audi,A4 quattro,4,All-Wheel Drive,Premium,35,Automatic (AM-S7),Compact Cars,A4
2023,Audi,A4 quattro,4,All-Wheel Drive,Premium,33,Automatic (AM-S7),Compact Cars,A4
2022,Audi,A4 S line quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Compact Cars,Q60
2024,Audi,A4 S line quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Compact Cars,A4
2023,Audi,A4 S-Line quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Compact Cars,A4
2022,Audi,A5 Cabriolet quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Subcompact Cars,TLX
2024,Audi,A5 Cabriolet quattro,4,All-Wheel Drive,Premium,33,Automatic (AM-S7),Subcompact Cars,A5
2023,Audi,A5 Cabriolet quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Subcompact Cars,A5
2022,Audi,A5 Coupe quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Subcompact Cars,Pacifica
2024,Audi,A5 Coupe quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Subcompact Cars,A5
2023,Audi,A5 Coupe quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Subcompact Cars,A5
2022,Audi,A5 Sportback quattro,4,All-Wheel Drive,Premium,34,Automatic (AM-S7),Midsize Cars,E-Class
2024,Audi,A5 Sportback quattro,4,All-Wheel Drive,Premium,35,Automatic (AM-S7),Midsize Cars,A5
2023,Audi,A5 Sportback quattro,4,All-Wheel Drive,Premium,33,Automatic (AM-S7),Midsize Cars,A5
2022,Audi,A5 Sportback S line quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Midsize Cars,Nautilus
2024,Audi,A5 Sportback S line quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Midsize Cars,A5
2023,Audi,A5 Sportback S-Line quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Midsize Cars,A5
2023,Audi,A6 Allroad,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Station Wagons,A6
2022,Audi,A6 Allroad quattro,6,4-Wheel Drive,Premium,28,Automatic (AM-S7),Midsize Station Wagons,Silverado
2024,Audi,A6 Allroad quattro,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Station Wagons,A6
2022,Audi,A6 quattro,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Midsize Cars,Silverado
2022,Audi,A6 quattro,6,4-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,F150
2024,Audi,A6 quattro,4,All-Wheel Drive,Premium,33,Automatic (AM-S7),Midsize Cars,A6
2024,Audi,A6 quattro,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,A6
2023,Audi,A6 quattro,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,A6
2023,Audi,A6 quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Midsize Cars,A6
2023,Audi,A7,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,A7
2022,Audi,A7 quattro,6,4-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,F150
2024,Audi,A7 quattro,6,All-Wheel Drive,Premium,30,Automatic (AM-S7),Midsize Cars,A7
2023,Audi,A8 L,6,All-Wheel Drive,Premium,28,Automatic (S8),Large Cars,A8
2022,Audi,A8 L quattro,6,4-Wheel Drive,Premium,28,Automatic (S8),Large Cars,Bronco
2024,Audi,A8 quattro,6,All-Wheel Drive,Premium,28,Automatic (S8),Large Cars,A8
2023,Audi,Q3,4,All-Wheel Drive,Regular,29,Automatic (S8),Small SUV 4WD,Q3
2022,Audi,Q3 quattro,4,All-Wheel Drive,Regular,30,Automatic (S8),Small SUV 4WD,SL-Class
2024,Audi,Q3 quattro,4,All-Wheel Drive,Regular,29,Automatic (S8),Small SUV 4WD,Q3
2022,Audi,Q3 S line quattro,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,G-Class
2024,Audi,Q3 S line quattro,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,Q3
2023,Audi,Q3 S-Line,4,All-Wheel Drive,Regular,28,Automatic (S8),Small SUV 4WD,Q3
2022,Audi,Q5 quattro,4,All-Wheel Drive,Premium,29,Automatic (AM7),Small SUV 4WD,8 Series
2024,Audi,Q5 quattro,4,All-Wheel Drive,Premium,29,Automatic (AM-S7),Small SUV 4WD,Q5
2023,Audi,Q5 quattro,4,All-Wheel Drive,Premium,29,Automatic (AM-S7),Small SUV 4WD,Q5
2022,Audi,Q5 S line quattro,4,All-Wheel Drive,Premium,28,Automatic (AM-S7),Small SUV 4WD,John Cooper Works
2024,Audi,Q5 S line quattro,4,All-Wheel Drive,Premium,28,Automatic (AM-S7),Small SUV 4WD,Q5
2023,Audi,Q5 S-Line quattro,4,All-Wheel Drive,Premium,29,Automatic (AM-S7),Small SUV 4WD,Q5
2022,Audi,Q5 Sportback S line quattro,4,All-Wheel Drive,Premium,28,Automatic (AM-S7),Small SUV 4WD,Trailblazer
2024,Audi,Q5 Sportback S line quattro,4,All-Wheel Drive,Premium,28,Automatic (AM-S7),Small SUV 4WD,Q5
2023,Audi,Q5 Sportback S-line quattro,4,All-Wheel Drive,Premium,29,Automatic (AM-S7),Small SUV 4WD,Q5
2023,Audi,Q7,4,All-Wheel Drive,Premium,25,Automatic (S8),Standard SUV 4WD,Q7
2023,Audi,Q7,6,All-Wheel Drive,Premium,22,Automatic (S8),Standard SUV 4WD,Q7
2022,Audi,Q7 quattro,6,All-Wheel Drive,Premium,23,Automatic (S8),Standard SUV 4WD,Spark
2022,Audi,Q7 quattro,4,All-Wheel Drive,Premium,25,Automatic (S8),Standard SUV 4WD,Transit Connect
2024,Audi,Q7 quattro,6,All-Wheel Drive,Premium,24,Automatic (S8),Standard SUV 4WD,Q7
2024,Audi,Q7 quattro,4,All-Wheel Drive,Premium,25,Automatic (S8),Standard SUV 4WD,Q7
2023,Audi,Q8,6,All-Wheel Drive,Premium,23,Automatic (S8),Standard SUV 4WD,Q8
2022,Audi,Q8 quattro,6,All-Wheel Drive,Premium,23,Automatic (S8),Standard SUV 4WD,Elantra
2024,Audi,Q8 quattro,6,All-Wheel Drive,Premium,23,Automatic (S8),Standard SUV 4WD,Q8
2022,Audi,R8 Coupe,10,All-Wheel Drive,Premium,19,Automatic (AM-S7),Two Seaters,Terrain
2023,Audi,R8 Coupe quattro,10,All-Wheel Drive,Premium,18,Automatic (AM-S7),Two Seaters,R8
2022,Audi,R8 Coupe RWD,10,Rear-Wheel Drive,Premium,23,Automatic (AM-S7),Two Seaters,CT4
2023,Audi,R8 Coupe RWD,10,Rear-Wheel Drive,Premium,23,Automatic (AM-S7),Two Seaters,R8
2023,Audi,R8 GT RWD,10,Rear-Wheel Drive,Premium,21,Automatic (AM-S7),Two Seaters,R8
2022,Audi,R8 Spyder,10,All-Wheel Drive,Premium,19,Automatic (AM-S7),Two Seaters,Elantra
2023,Audi,R8 Spyder quattro,10,All-Wheel Drive,Premium,18,Automatic (AM-S7),Two Seaters,R8
2022,Audi,R8 Spyder RWD,10,Rear-Wheel Drive,Premium,23,Automatic (AM-S7),Two Seaters,Corolla
2023,Audi,R8 Spyder RWD,10,Rear-Wheel Drive,Premium,23,Automatic (AM-S7),Two Seaters,R8
2022,Audi,RS 3,5,All-Wheel Drive,Premium,29,Automatic (AM-S7),Subcompact Cars,RS
2024,Audi,RS 3,5,All-Wheel Drive,Premium,29,Automatic (AM-S7),Subcompact Cars,RS
2022,Audi,RS 5 Coupe,6,4-Wheel Drive,Premium,25,Automatic (S8),Subcompact Cars,CT5
2024,Audi,RS 5 Coupe,6,All-Wheel Drive,Premium,25,Automatic (S8),Subcompact Cars,RS
2023,Audi,RS 5 Coupe,6,4-Wheel Drive,Premium,26,Automatic (S8),Subcompact Cars,RS
2022,Audi,RS 5 Sportback,6,4-Wheel Drive,Premium,25,Automatic (S8),Midsize Cars,Sorento
2024,Audi,RS 5 Sportback,6,All-Wheel Drive,Premium,25,Automatic (S8),Midsize Cars,RS
2023,Audi,RS 5 Sportback,6,4-Wheel Drive,Premium,25,Automatic (S8),Midsize Cars,RS
2022,Audi,RS 6 Avant,8,All-Wheel Drive,Premium,22,Automatic (S8),Midsize Station Wagons,Urus
2024,Audi,RS 6 Avant,8,All-Wheel Drive,Premium,22,Automatic (S8),Midsize Station Wagons,RS
2023,Audi,RS 6 Avant,8,All-Wheel Drive,Premium,21,Automatic (S8),Midsize Station Wagons,RS
2022,Audi,RS 7,8,All-Wheel Drive,Premium,22,Automatic (S8),Midsize Cars,Ioniq
2024,Audi,RS 7,8,All-Wheel Drive,Premium,22,Automatic (S8),Midsize Cars,RS
2023,Audi,RS 7,8,All-Wheel Drive,Premium,21,Automatic (S8),Midsize Cars,RS
2022,Audi,RS Q8,8,All-Wheel Drive,Premium,19,Automatic (S8),Standard SUV 4WD,F-Type
2024,Audi,RS Q8,8,All-Wheel Drive,Premium,19,Automatic (S8),Standard SUV 4WD,RS Q8
2023,Audi,RS Q8,8,All-Wheel Drive,Premium,20,Automatic (S8),Standard SUV 4WD,RS Q8
2023,Audi,RS3,5,All-Wheel Drive,Premium,29,Automatic (AM-S7),Subcompact Cars,RS
2022,Audi,S3,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Subcompact Cars,CT4
2024,Audi,S3,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Subcompact Cars,S3
2023,Audi,S3,4,All-Wheel Drive,Premium,32,Automatic (AM-S7),Subcompact Cars,S3
2022,Audi,S4,6,4-Wheel Drive,Premium,30,Automatic (S8),Compact Cars,HR-V
2024,Audi,S4,6,All-Wheel Drive,Premium,29,Automatic (S8),Compact Cars,S4
2023,Audi,S4,6,4-Wheel Drive,Premium,30,Automatic (S8),Compact Cars,S4
2022,Audi,S5 Cabriolet,6,4-Wheel Drive,Premium,28,Automatic (S8),Subcompact Cars,Ghibli
2024,Audi,S5 Cabriolet,6,All-Wheel Drive,Premium,27,Automatic (S8),Subcompact Cars,S5
2023,Audi,S5 Cabriolet,6,4-Wheel Drive,Premium,28,Automatic (S8),Subcompact Cars,S5
2022,Audi,S5 Coupe,6,4-Wheel Drive,Premium,30,Automatic (S8),Subcompact Cars,Levante
2024,Audi,S5 Coupe,6,All-Wheel Drive,Premium,29,Automatic (S8),Subcompact Cars,S5
2023,Audi,S5 Coupe,6,4-Wheel Drive,Premium,30,Automatic (S8),Subcompact Cars,S5
2022,Audi,S5 Sportback,6,4-Wheel Drive,Premium,30,Automatic (S8),Midsize Cars,812 GTS
2024,Audi,S5 Sportback,6,All-Wheel Drive,Premium,29,Automatic (S8),Midsize Cars,S5
2023,Audi,S5 Sportback,6,4-Wheel Drive,Premium,30,Automatic (S8),Midsize Cars,S5
2022,Audi,S6,6,4-Wheel Drive,Premium,28,Automatic (S8),Midsize Cars,Frontier
2024,Audi,S6,6,All-Wheel Drive,Premium,26,Automatic (S8),Midsize Cars,S6
2023,Audi,S6,6,All-Wheel Drive,Premium,26,Automatic (S8),Midsize Cars,S6
2022,Audi,S7,6,4-Wheel Drive,Premium,28,Automatic (S8),Midsize Cars,QX80
2024,Audi,S7,6,All-Wheel Drive,Premium,26,Automatic (S8),Midsize Cars,S7
2023,Audi,S7,6,All-Wheel Drive,Premium,26,Automatic (S8),Midsize Cars,S7
2022,Audi,S8,8,All-Wheel Drive,Premium,23,Automatic (S8),Large Cars,Air
2024,Audi,S8,8,All-Wheel Drive,Premium,24,Automatic (S8),Large Cars,S8
2023,Audi,S8,8,All-Wheel Drive,Premium,23,Automatic (S8),Large Cars,S8
2022,Audi,SQ5,6,4-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,Air
2024,Audi,SQ5,6,All-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,SQ5
2023,Audi,SQ5,6,4-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,SQ5
2022,Audi,SQ5 Sportback,6,4-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,718
2024,Audi,SQ5 Sportback,6,All-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,SQ5
2023,Audi,SQ5 Sportback,6,4-Wheel Drive,Premium,24,Automatic (S8),Small SUV 4WD,SQ5
2022,Audi,SQ7,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,RC
2024,Audi,SQ7,8,4-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,SQ7
2023,Audi,SQ7,8,All-Wheel Drive,Premium,20,Automatic (S8),Standard SUV 4WD,SQ7
2022,Audi,SQ8,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,Panamera
2024,Audi,SQ8,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,SQ8
2023,Audi,SQ8,8,All-Wheel Drive,Premium,20,Automatic (S8),Standard SUV 4WD,SQ8
2023,Audi,TT Coupe,4,All-Wheel Drive,Regular,30,Automatic (AM-S7),Subcompact Cars,TT
2022,Audi,TT Coupe quattro,4,All-Wheel Drive,Regular,30,Automatic (AM-S7),Subcompact Cars,CLS-Class
2023,Audi,TT Roadster,4,All-Wheel Drive,Regular,30,Automatic (AM-S7),Two Seaters,TT
2022,Audi,TT Roadster quattro,4,All-Wheel Drive,Regular,30,Automatic (AM-S7),Two Seaters,Sierra
2022,Audi,TT RS Coupe,5,All-Wheel Drive,Premium,29,Automatic (AM-S7),Subcompact Cars,GLA-Class
2023,Audi,TTS Coupe,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Subcompact Cars,TTS Coupe
2022,Audi,TTS Coupe quattro,4,All-Wheel Drive,Premium,31,Automatic (AM-S7),Subcompact Cars,Cayenne
2022,Bentley,Bentayga,8,All-Wheel Drive,Premium,24,Automatic (S8),Standard SUV 4WD,Cayenne
2024,Bentley,Bentayga,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,Bentayga
2023,Bentley,Bentayga,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,Bentayga
2024,Bentley,Bentayga EWB,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,Bentayga
2023,Bentley,Bentayga EWB,8,All-Wheel Drive,Premium,21,Automatic (S8),Standard SUV 4WD,Bentayga
2022,Bentley,Bentayga Speed,12,All-Wheel Drive,Premium,18,Automatic (S8),Standard SUV 4WD,Nautilus
2023,Bentley,Bentayga Speed,12,All-Wheel Drive,Premium,19,Automatic (S8),Standard SUV 4WD,Bentayga
2022,Bentley,Continental GT,8,All-Wheel Drive,Premium,26,Automatic (AM-S8),Subcompact Cars,S-Class
2024,Bentley,Continental GT,8,All-Wheel Drive,Premium,22,Automatic (AM-S8),Subcompact Cars,Continental
2024,Bentley,Continental GT,12,All-Wheel Drive,Premium,20,Automatic (AM-S8),Subcompact Cars,Continental
2023,Bentley,Continental GT,8,All-Wheel Drive,Premium,23,Automatic (AM-S8),Subcompact Cars,Continental
2023,Bentley,Continental GT Convertible,8,All-Wheel Drive,Premium,22,Automatic (AM-S8),Minicompact Cars,Continental
2023,Bentley,Continental GT Convertible Speed,12,All-Wheel Drive,Premium,18,Automatic (AM-S8),Minicompact Cars,Continental
2022,Bentley,Continental GT Speed,12,All-Wheel Drive,Premium,20,Automatic (AM-S8),Subcompact Cars,X1
2023,Bentley,Continental GT Speed,12,All-Wheel Drive,Premium,20,Automatic (AM-S8),Subcompact Cars,Continental
2022,Bentley,Continental GT Speed Convertible,12,All-Wheel Drive,Premium,18,Automatic (AM-S8),Minicompact Cars,Silverado
2022,Bentley,Continental GT V8 Convertible,8,All-Wheel Drive,Premium,26,Automatic (AM-S8),Minicompact Cars,Explorer
2024,Bentley,Continental GTC,8,All-Wheel Drive,Premium,21,Automatic (AM-S8),Minicompact Cars,Continental
2024,Bentley,Continental GTC,12,All-Wheel Drive,Premium,19,Automatic (AM-S8),Minicompact Cars,Continental
2022,Bentley,Flying Spur,8,All-Wheel Drive,Premium,20,Automatic (AM-S8),Midsize Cars,LS
2022,Bentley,Flying Spur,12,All-Wheel Drive,Premium,19,Automatic (AM-S8),Midsize Cars,F150
2024,Bentley,Flying Spur,8,All-Wheel Drive,Premium,20,Automatic (AM-S8),Midsize Cars,Flying Spur
2024,Bentley,Flying Spur,12,All-Wheel Drive,Premium,19,Automatic (AM-S8),Midsize Cars,Flying Spur
2023,Bentley,Flying Spur,12,All-Wheel Drive,Premium,19,Automatic (AM-S8),Midsize Cars,Flying Spur
2023,Bentley,Flying Spur,8,All-Wheel Drive,Premium,22,Automatic (AM-S8),Midsize Cars,Flying Spur
2022,BMW,228i Gran Coupe,4,Front-Wheel Drive,Premium,34,Automatic (S8),Compact Cars,Yukon
2024,BMW,228i Gran Coupe,4,Front-Wheel Drive,Premium,34,Automatic (S8),Compact Cars,2 Series
2023,BMW,228i Gran Coupe,4,Front-Wheel Drive,Premium,34,Automatic (S8),Compact Cars,2 Series
2022,BMW,228i xDrive Gran Coupe,4,All-Wheel Drive,Premium,33,Automatic (S8),Compact Cars,Promaster City
2024,BMW,228i xDrive Gran Coupe,4,All-Wheel Drive,Premium,33,Automatic (S8),Compact Cars,2 Series
2023,BMW,228i xDrive Gran Coupe,4,All-Wheel Drive,Premium,33,Automatic (S8),Compact Cars,2 Series
2022,BMW,230i Coupe,4,Rear-Wheel Drive,Premium,35,Automatic (S8),Subcompact Cars,Bronco
2024,BMW,230i Coupe,4,Rear-Wheel Drive,Premium,35,Automatic (S8),Subcompact Cars,2 Series
2023,BMW,230i Coupe,4,Rear-Wheel Drive,Premium,35,Automatic (S8),Subcompact Cars,2 Series
2024,BMW,230i xDrive Coupe,4,All-Wheel Drive,Premium,33,Automatic (S8),Subcompact Cars,2 Series
2023,BMW,230i xDrive Coupe,4,All-Wheel Drive,Premium,34,Automatic (S8),Subcompact Cars,2 Series
